Ticket #,Type,Open Date,Summary of the Request,Client,Status,Priority,Rank,Res. Assignee,SLA Start,Projected Violation,Change Order,Chg Ord Status,SBM Status,Violation Date,Resource Grp,Client View,Close Date,CS Group,External Ticket,Area,Resolution Code
22242,Incident,4/26/2013 14:06,CBKNAQA-3081 Both DCs - Inconsistent Search Results,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 15:26,,,v11.Storefront Related Issues.WebStore Display,
22239,Incident,4/26/2013 13:45,(OMS) CBKNAQA-3048 VPRS-14718 OMS is generating duplicate LPN errors in production,Christopher and Banks,Closed,P3,,"Kawade, Sumit ",,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:26,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22238,Incident,4/26/2013 13:44,CBKNAQA-3053 ASH - Product Filtering Returns Results Beyond Selected Category ,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 16:49,,,v11.Storefront Related Issues.WebStore Display,
22237,Incident,4/26/2013 13:39,CBKNAQA-3082 Both DCs - Alternate Color Swatches Duplicated for Multiple Products,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/9/2013 11:26,,,v11.Storefront Related Issues.WebStore Display,
22235,Incident,4/26/2013 13:10,CBKNAQA-3085 SEC - Product Link and Content Display Issue – Bee Stripe 2-fer ,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/14/2013 23:35,,,v11.Storefront Related Issues.WebStore Display,
22196,Incident,4/25/2013 19:48,CBKNAQA-3031 Container Item Qty Reported as Zero For All Orders,Christopher and Banks,Closed,P3,,"Olden, Rob ",5/14/2013 15:46,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:37,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22195,Incident,4/25/2013 19:32,CBKNAQA-3044 SI Prod to fix giftcertificateid issue in POS feed,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/9/2013 11:26,CBK.TAM,,v11.Feeds Related Issues.Outbound OMS,
22180,Incident,4/25/2013 15:18,"(OMS) CBKNAQA-3039 Error Message in OMS - ""Get CC Number"" Option",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 12:19,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22176,Request,4/25/2013 14:41,CBK/CJB Run ProcessGSIDataLoadChainSchedule in EDIT PRD,Christopher and Banks,Closed,P1,,,,,,,Change is Live,,v11 CBK Launch Team,NO,4/26/2013 10:44,CBK.TAM,,v11.GSI Manager.Mass Data Tasks,
22174,Incident,4/25/2013 14:07,CBKNAQA-3040 How colors and pricing appears in Clearance,Christopher and Banks,Closed,P3,15,,5/14/2013 15:43,,,,,6/4/2013 15:42,v11 CBK Launch Team,YES,6/5/2013 10:27,CBK.TAM,,v11.Storefront Related Issues.Category,
22160,Incident,4/25/2013 12:08,CBKNAQA-3030 AOS – intermittent 404 errors,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 11:05,CBK.TAM,,v11.Call Center Related Issues.AOS,
22156,Incident,4/25/2013 11:56,CBKNAQA-3032 V11 Products assigned to category and fulfill completeness but do not show in category in live or edit after replication,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:50,,,v11.GSI Manager.Channel Catalog,
22155,Incident,4/25/2013 11:52,CBKNAQA-3086 CBKUS/CJBUS - Product counts inconsistent between DCs,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:24,,,v11.Storefront Related Issues.Category,
22147,Incident,4/25/2013 11:08,CBKNAQA-3027 GSI Manager Design View performance,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/26/2013 15:58,CBK.TAM,,v11.Performance Related Issues.Gomez,
22133,Incident,4/25/2013 10:18,CBKNAQA-3026 AOS shipping promotion not working on CJ,Christopher and Banks,Closed,P3,,,4/26/2013 17:11,,,,,,v11 CBK Launch Team,YES,4/29/2013 16:01,CBK.TAM,,v11.GSI Manager.Channel Cart & Checkout,
22111,Incident,4/24/2013 21:20,INFRA-4077 robots.txt question WRT the Webstore installer ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/15/2013 13:50,CBK.TAM,,v11.Storefront Related Issues.WebStore Navigation,
22110,Incident,4/24/2013 21:16,VPRS-14474 Customer Preference dates and history is not coming correct.,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:21,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
22107,Incident,4/24/2013 21:14,CBKNAQA-3037 Filter Test Customer from DW load,Christopher and Banks,Closed,P3,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,6/13/2013 14:26,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
22106,Incident,4/24/2013 21:10,GEM-609/RM-603 11.3.0.35: Store Reporting Release 11.3 ,Christopher and Banks,Closed,P3,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,5/17/2013 16:51,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
22105,Incident,4/24/2013 21:07,"VPRS-14235 Getting General Error when I login with my account ( created in past builds), which has my wishlist. ",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/16/2013 14:59,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
22103,Incident,4/24/2013 21:02,VPRS-14480 java.lang.ArithmeticException: / by zero in GSIHistoricalOrderLineItemBOImpl.getPrice(...),Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/10/2013 16:00,CBK.TAM,,v11.Payment Related Issues.Payment,
22102,Incident,4/24/2013 21:00,VPRS-14670 V11 Return Order in OMS does not tie back to Legacy Order in DW,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 16:17,CBK.TAM,,v11.Data Migration,
22099,Incident,4/24/2013 20:42,CBKNAQA-3016 DW Order Stg2 to CORE job is running longer than usual,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 16:05,CBK.TAM,,v11.Data Migration,
22098,Incident,4/24/2013 20:37,CBKNQQA-2935 Tender type Gift card not active when free gift promo applied,Christopher and Banks,Closed,P3,,,5/14/2013 15:42,,,,,,v11 CBK Launch Team,YES,6/25/2013 10:54,CBK.TAM,,v11.Storefront Related Issues.Checkout,
22096,Incident,4/24/2013 20:25,CBKNAQA-2903 Bulk Load Errored out in a scenario when order with <> 'RS' was encountered and there was an entry in OMSERR File. ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 16:17,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22095,Incident,4/24/2013 20:20,CBKNAQA-2904 Shipping Code/Mode New were identified in Production for which setup needs to be done in my OMSGCF FIle. ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 16:26,CBK.TAM,,v11.Payment Related Issues.Payment,
22094,Incident,4/24/2013 20:17,CBKNAQA-2882 Can't select size in drop down,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 15:25,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
22093,Incident,4/24/2013 20:14,CBKNAQA-3006 Delta Jobs for DW Order data migration did not complete. The job has performance Issues. ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 16:27,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
22091,Incident,4/24/2013 19:10,CBKNAQA-3041 V11: CBK - Product showing duplicate swatch images and duplicate color in the drop-down,Christopher and Banks,Closed,P3,,"Yang, Jack ",,,,,,,v11 CBK Launch Team,NO,7/1/2013 9:19,,,v11.Storefront Related Issues.WebStore Display,
22085,Incident,4/24/2013 17:05,Orders are partially shipped and in multiple shipments,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/25/2013 20:03,CBK.TAM,,v11.Order Processing Related Issues.Orders Delayed/Missing,
22083,Incident,4/24/2013 16:38,CBKNAQA-3047 Product Level promotions are not pushing to the live site.,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/15/2013 19:33,CBK.TAM,,v11.Storefront Related Issues.Checkout,
22070,Incident,4/24/2013 13:39,CBKNAQA-3019 TST01 went down while processing returns,Christopher and Banks,Closed,P3,,,4/25/2013 20:03,,,,Change is Live,,v11 CBK Launch Team,NO,5/17/2013 17:18,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22069,Incident,4/24/2013 13:23,"CBKNAQA-3018 When we attempt to collect a credit card number in OMS, we receive an error message",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:14,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
22063,Incident,4/24/2013 12:12,"CBKNAQA-3036 Free shipping promotion enabled, free shipping not showing up in Shopping Bag",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:52,CBK.TAM,,v11.Storefront Related Issues.Checkout,
22056,Incident,4/24/2013 10:45,CBKNAQA-3045 CBKUS - Promo Mismatch - Product promos inconsistent between DCs,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:09,,,v11.Storefront Related Issues.WebStore Display,
22044,Incident,4/24/2013 5:22,CBKNQQA-3084 CBKUS - Indicative Alert!!!  V11 Production:NA:Data_Monitoring:Edit:Stores:CBKNA-CBKUS:ProductCount - Critical,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 17:11,CBK.TAM,,v11.Performance Related Issues.Indicative Alerts,
22015,Incident,4/23/2013 14:33,CBKNAQA-3014 Images not displayed in GSI Manager Design View,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/27/2013 22:32,CBK.TAM,,v11.GSI Manager.GSI Manager,
22011,Incident,4/23/2013 13:32,CBKNAQA-3013 Completeness is not turned on for CB & CJ / 20% fewer products in V11 than V9,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:49,CBK.TAM,,v11.GSI Manager.GSI Manager,
22009,Incident,4/23/2013 13:18,CBKNAQA-3012 Default Sort order for categories should be Newest to Oldest,Christopher and Banks,Closed,P3,37,,4/29/2013 13:24,,,,,5/20/2013 13:24,v11 CBK Launch Team,YES,5/30/2013 10:08,CBK.TAM,,v11.Storefront Related Issues.Category,
21995,Incident,4/23/2013 10:27,CBKNAQA-3011 CBKUS - Order Confirmation Email - Test link instead of PRD link,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/16/2013 14:48,,,v11.Storefront Related Issues.WebStore Display,
21994,Incident,4/23/2013 10:27,CBKNAQA-3035 CBK - Refunds Not Posted,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/17/2013 18:18,CBK.TAM,,InternalClientServices_v9_v10.Payment Related Issues.Payment,
21993,Incident,4/23/2013 10:12,CBKNAQA-3010 CJBUS - Category Mismatch for DC - Denim category,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 12:34,,,v11.Storefront Related Issues.WebStore Display,
21991,Incident,4/23/2013 9:58,CBKNAQA-3005 CBK Performance,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,5/2/2013 17:38,CBK.TAM,,v11.Performance Related Issues.Gomez,
21990,Incident,4/23/2013 9:54,CBKNAQA-3008 CBKUS - Product field and category mismatch; product total differences by DC,SysOps,Closed,P3,,,4/26/2013 15:44,,,,,5/17/2013 15:44,v11 CBK Launch Team,NO,5/17/2013 17:35,,,v11.Storefront Related Issues.WebStore Display,
21982,Incident,4/23/2013 5:22,CBKNAQA-3001 - search sort issue,Christopher and Banks,Closed,P3,,,5/14/2013 15:39,,,,,,v11 CBK Launch Team,NO,5/30/2013 10:09,CBK.TAM,,v11.Storefront Related Issues.Performance,
21981,Incident,4/23/2013 5:16,CBKNAQA-3000 404 issue,Christopher and Banks,Closed,P3,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,NO,5/30/2013 10:44,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21980,Incident,4/23/2013 5:11,CBKNAQA-3002 replaced with a branded page,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 15:14,CBK.TAM,,v11.Storefront Related Issues.Homepage,
21970,Incident,4/22/2013 16:57,CBKNAQA-3007 CBKNA - Transactional Emails for v9 migrated orders refunded in v11 OMS contain invalid category links,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/16/2013 14:48,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21967,Incident,4/22/2013 16:28,CBKNAQA-2997 Clocking on a product link in CB AOS goes to CJ Page not found ,Christopher and Banks,Closed,P3,,,5/14/2013 15:16,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:53,CBK.TAM,,v11.Storefront Related Issues.WebStore Navigation,
21962,Incident,4/22/2013 16:18,CBKNAQA-2996 Seeing Reg. price items in clearance category,Christopher and Banks,Closed,P3,15,,,,,,,,v11 CBK Launch Team,YES,6/14/2013 15:06,CBK.TAM,,v11.Storefront Related Issues.Category,
21959,Incident,4/22/2013 16:07,CBKNAQA-2995 CBKNA - Issue sending Credit emails for v9 migrated orders,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/29/2013 11:32,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21957,Incident,4/22/2013 15:52,"CBKNAQA-2994 Remove ""you save"" messaging from the product page",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:47,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21956,Incident,4/22/2013 15:28,"CBKNAQA-2993 ""Orders"" should be updated to ""Order History""",Christopher and Banks,Closed,P3,15,,4/29/2013 13:22,,,,,5/20/2013 13:22,v11 CBK Launch Team,YES,5/29/2013 14:30,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21953,Incident,4/22/2013 15:04,CBKNAQA-2991 Canada should be listed just under United States in country list,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 11:23,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21935,Incident,4/22/2013 12:31,CBKNAQA-2977 v9 View all new has 285 items while v11 View all new has 157 items ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:46,CBK.TAM,,v11.Storefront Related Issues.Category,
21931,Incident,4/22/2013 11:25,CBKNAQA-2990 No option to change user on the my account page,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/29/2013 15:55,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21927,Incident,4/22/2013 11:12,CBKNAQA-2989 v11 missing some v9 orders in order history,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/25/2013 10:54,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21925,Incident,4/22/2013 11:09,CBKNAQA-2988 v11Friendship rewards does not recognize that I am already a member in v9-no points and no free shipping,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/16/2013 14:42,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21924,Incident,4/22/2013 11:07,CBKNAQA-2978 The outfit pricing should not reglect the least to the most you can pay but should reflect the prices of each item,Christopher and Banks,Closed,P3,15,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 10:52,CBK.TAM,,v11.Storefront Related Issues.Category,
21922,Incident,4/22/2013 11:01,CBKNAQA-3443 Recently viewed items have no image,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,7/24/2013 11:29,CBK.TAM,,v11.Storefront Related Issues.Category,
21920,Incident,4/22/2013 10:59,CBKNAQA-2980 Why are left nav sizes showing with size 10 first-how can that be changed,Christopher and Banks,Closed,P3,,,4/29/2013 14:34,,,,,,v11 CBK Launch Team,YES,5/17/2013 18:17,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21918,Incident,4/22/2013 10:55,CBKNAQA-2981 3-Misspelled word its on Wishlist page,Christopher and Banks,Closed,P3,15,,,,,,,,v11 CBK Launch Team,YES,5/30/2013 10:45,CBK.TAM,,v11.Storefront Related Issues.Gift Registry,
21917,Incident,4/22/2013 10:54,"Friendship Rewards CMS spot doesn't display, but it maximizes if you click on it",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/22/2013 13:33,CBK.TAM,,v11.Storefront Related Issues.Gift Registry,
21912,Incident,4/22/2013 10:18,(OMS) CBKNAQA-2972 Virtual Gift Card is back ordered,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 13:53,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21899,Incident,4/21/2013 23:24,CBKNAQA-2969 - PGC/VGC - Using the same user gives me different responses. Getting general errors and also getting orders that pass.,"Tamburrino, Veronica ",Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/20/2013 11:28,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21877,Incident,4/19/2013 17:40,"CBKNAQA-2963 CBK/CJB For cross-sells, the Variation sku shows, rather than the master sku",Christopher and Banks,Closed,P3,15,,5/14/2013 15:11,,,,,6/4/2013 15:11,v11 CBK Launch Team,YES,6/27/2013 22:33,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21876,Incident,4/19/2013 17:18,CBKNAQA-2964 CBK/CJB Family page: default sorting in GSI Manager,Christopher and Banks,Closed,P3,36,,,,,,,,v11 CBK Launch Team,YES,5/30/2013 10:26,CBK.TAM,,v11.GSI Manager.Preferences,
21875,Incident,4/19/2013 16:58,(JDA) CBKNAQA-2965 CBK/CJB v11 orders seem to have many more partial shipments than should be necessary,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,7/10/2013 16:12,CBK.TAM,,v11.Fulfillment Related Issues.Shipping,
21867,Incident,4/19/2013 15:23,CBKNAQA-2958 Unable to Create an Account in CSR Webstore for CBK ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/3/2013 10:42,CBK.TAM,,v11.Call Center Related Issues.CSR Webstore,
21865,Incident,4/19/2013 15:15,CBKNAQA-2957 Unable to click on product page in the CSR Webstore production (ash) ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 13:53,CBK.TAM,,v11.Call Center Related Issues.CSR Webstore,
21860,Incident,4/19/2013 14:39,"(OMS) CBKNAQA-2966 Shipping charge was expected to be $24.95 based on prediscount price, but actual shipping was $10.48. ",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/7/2013 13:54,CBK.TAM,,v11.Finance Related Issues,
21857,Incident,4/19/2013 14:31,CBKNAQA-2967 Tax issue where TotalMerchandiseDiscountTaxAmount and TotalPricedTaxAmount show a $.01 difference where they should be equal,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/29/2013 11:39,CBK.TAM,,v11.Finance Related Issues,
21852,Incident,4/19/2013 13:23,CBKNAQA-3034 Categorys and SKus assigned to category not showing up,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/24/2013 13:20,CBK.TAM,,Client_v9_v10.Storefront Related Issues.Category,
21837,Incident,4/19/2013 11:53,CBKNAQA-2955 CBK/CJB Tax is not being charged on gift wrap,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,4/30/2013 9:21,CBK.TAM,,v11.Finance Related Issues,
21830,Incident,4/19/2013 10:10,"CBKNAQA-2945 We are seeing gift wrap at $.99 instead of $4.99. Also, gift wrap doesn't appear to be being taxed in MN. Would you advise me how it is currently set up and what we need to do to fix that? ",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/30/2013 9:19,CBK.TAM,,v11.Storefront Related Issues.Tax,
21829,Incident,4/19/2013 10:03,CBKNAQA-2944 Variances between Shipped Orders Report / Partner Tender Report / GL Report for 04/18/2013,Christopher and Banks,Closed,P3,,,5/25/2013 16:48,,,,,,v11 CBK Launch Team,NO,6/14/2013 14:03,CBK.TAM,,v11.Reporting Related Issues.Finance,
21827,Incident,4/19/2013 9:53,We did not receive sales report last night,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/19/2013 10:38,CBK.TAM,,Client_v9_v10.Other (not listed),
21817,Incident,4/19/2013 8:34,CBKNAQA-2943 CBKUS-ASHPRD CBK V11 Virtual Gift Card purchase completed with general error,SysOps,Closed,P1,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,5/1/2013 22:38,,,v11.Storefront Related Issues.Checkout,
21798,Incident,4/18/2013 15:48,CBKNAQA-2950 CJB unable to get the order search by billing address zip code and web to work in production - /CBKNA-459,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 13:58,CBK.TAM,,v11.Storefront Related Issues.Search,
21796,Incident,4/18/2013 15:46,CBKNAQA-2928 The refund item in production for CBK_US has incorrect setup,Christopher and Banks,Closed,P3,,,,,,,Change is Live,,v11 CBK Launch Team,NO,5/20/2013 11:30,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21784,Incident,4/18/2013 14:01,CBKNAQA-2931 GSI Manager Performance ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/20/2013 11:28,CBK.TAM,,v11.GSI Manager.GSI Manager,
21772,Incident,4/18/2013 10:59,CBKNAQA-2948 CJB: Payment Options link within Help Desk is producing incorrect url error message,Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/24/2013 14:12,,,v11.Storefront Related Issues.WebStore Display,
21758,Incident,4/18/2013 8:58,CBKNAQA-2937 CBK v11 Search Bar issue - jQuery Autocompleter error when changing focus,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/14/2013 15:07,,,v11.Storefront Related Issues.Search,
21757,Incident,4/18/2013 8:50,CBKNAQA-2938 CBK Campaign image rendered outside of intended container on CBK homepage,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/19/2013 11:41,,,v11.Storefront Related Issues.WebStore Display,
21736,Incident,4/17/2013 16:13,(JDA) CBKNAQA-2917 JDA job which processes Sterling OMS shipments and returns is on hold,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 14:13,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21735,Incident,4/17/2013 16:12,CBKNAQA-2920 Product color option not visible in chrome when visible in IE,"Fox, Leah ",Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,4/18/2013 10:13,,,v11.Storefront Related Issues.Category,
21733,Incident,4/17/2013 15:39,CBKNAQA-2919 Range pricing not changing to single price when color/size selected  ***LAUNCH CRITICAL***,"Fox, Leah ",Closed,P2,,,4/22/2013 13:39,,,,,4/24/2013 13:38,v11 CBK Launch Team,YES,5/1/2013 11:59,,,v11.Storefront Related Issues.WebStore Display,
21726,Incident,4/17/2013 13:59,CBKNAQA-2916 GSI Manager: blue screen error,Central Tools Support User,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,5/2/2013 16:56,,,v11.GSI Manager.GSI Manager,
21713,Incident,4/17/2013 10:06,CBKNAQA-2927 CBK: Free ground shipping promotion not applying in cart; only upon ship method select,Central Tools Support User,Closed,P3,,"Breslin, Kerri ",,,,,,,v11 CBK Launch Team,NO,5/20/2013 13:49,,,v11.Storefront Related Issues.Checkout,
21709,Incident,4/17/2013 9:46,CBKNAQA-2911 CBK/CJB v11 Validiations - General Error when loading checkout page,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/3/2013 12:05,,,v11.Storefront Related Issues.Checkout,
21689,Incident,4/16/2013 19:16,CBKNAQA-2900 Financial Reporting ETL Process is failing,Christopher and Banks,Closed,P3,,,,,,,Change is Live,,v11 CBK Launch Team,NO,5/20/2013 11:11,CBK.TAM,,v11.Reporting Related Issues.Finance,
21688,Incident,4/16/2013 18:59,(OMS) CBKNAQA-2899 Return inventory not updating in OMS for MP-Ebay order after Putaway,Christopher and Banks,Closed,P3,,,5/14/2013 15:07,,,,,,v11 CBK Launch Team,NO,5/20/2013 11:11,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21676,Incident,4/16/2013 15:18,"CBKNAQA-2897 The promotions with clearance excluded for CBK are working in the edit environment, but not in the live environment  ***LAUNCH CRITICAL***",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/30/2013 9:21,CBK.TAM,,v11.GSI Manager.Channel Content,
21671,Incident,4/16/2013 13:22,CBKNAQA-2925 CBK/CJB Inventory discrepancy,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/30/2013 9:23,CBK.TAM,,v11.Inventory Related Issues.GIV,
21640,Incident,4/16/2013 8:14,CBKNAQA-2912 CJB Main Category Images Not Displaying in Both DCs,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/17/2013 13:51,,,v11.Storefront Related Issues.WebStore Display,
21625,Incident,4/15/2013 16:25,CBKNAQA-2915 CBK Phone number field won't take formatting  ***LAUNCH CRITICAL***,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/26/2013 16:00,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21618,Incident,4/15/2013 14:51,CBKNAQA-2914 CJB Confirm Order Cancellation message on web site,Christopher and Banks,Closed,P3,14,,5/14/2013 15:07,,,,,,v11 CBK Launch Team,YES,5/30/2013 10:46,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21607,Incident,4/15/2013 13:48,CBKNAQA-2913 CJB MS Jewelry seem to have image issues  ***LAUNCH CRITICAL***,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/30/2013 9:14,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21605,Incident,4/15/2013 13:25,INFRA-4720 Gomez Tag for CBKUS & CJBUS Contains Incorrect Data,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,4/27/2013 16:54,CBK.TAM,,v11.Storefront Related Issues.WebStore Navigation,
21604,Incident,4/15/2013 13:16,v9 Gift Wrap of $4.50 not included in order total,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,5/17/2013 18:15,CBK.TAM,,Client_v9_v10.Other (not listed),
21601,Incident,4/15/2013 13:03,CBKNAQA-2884 CBK/CJB Subtotal + Shipping + Tax is $.99 less than the Order confirmation total,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,5/30/2013 10:28,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21600,Incident,4/15/2013 12:52,CBKNAQA-2885 CBK Order Confirmation doesn't list Shipping charges,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,6/28/2013 9:30,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21599,Incident,4/15/2013 12:46,CBKNAQA-2886 VPRS-14638 CBK/CJB Order confirmation lists masked credit card with 3 digits instead of 4,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,6/27/2013 22:35,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
