Ticket #,Type,Open Date,Summary of the Request,Client,Status,Priority,Rank,Res. Assignee,SLA Start,Projected Violation,Change Order,Chg Ord Status,SBM Status,Violation Date,Resource Grp,Client View,Close Date,CS Group,External Ticket,Area,Resolution Code
21598,Incident,4/15/2013 12:38,CBKNAQA-2887 CJB Order Received e-mails don't contain shipping or tax,Christopher and Banks,Closed,P3,14,,,,,,,,v11 CBK Launch Team,YES,5/20/2013 11:04,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21595,Incident,4/15/2013 12:27,CBKNAQA-2888 CBK Order Received e-mails don't include shipping or tax,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/17/2013 13:56,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
21555,Incident,4/13/2013 18:40,CBKNAQA-2871 .CSV - scheduled jobs passed as part of current build is not correct,Christopher and Banks,Closed,P3,,,5/14/2013 15:07,,,,,,v11 CBK Launch Team,NO,6/27/2013 15:05,CBK.TAM,,v11.GSI Manager.Preferences,
21553,Incident,4/13/2013 10:52,CBKNAQA-2869 Soft Launch Performance ,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,4/19/2013 15:23,CBK.TAM,,v11.Performance Related Issues.Gomez,
21551,Incident,4/12/2013 23:24,Friendship Reward Loyalty customers not receiving free shipping,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,4/14/2013 19:54,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21550,Incident,4/12/2013 19:30,CBKNAQA-2868 Promo does not replicate to live,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 14:12,CBK.TAM,,v11.GSI Manager.GSI Manager,
21525,Incident,4/12/2013 13:33,CBKNAQA-2867 GSI Test PID For CBKUS Not Displaying Properly,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,4/27/2013 16:57,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21519,Incident,4/12/2013 12:45,(OMS) CBKNAQA-2863 LPN issue,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 14:12,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21501,Incident,4/12/2013 10:09,CBKNAQA-2862 Component update on VGC product update on 4/10 has not pushed live after replication,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 17:13,CBK.TAM,,v11.GSI Manager.Channel Content,
21499,Incident,4/12/2013 10:05,CBKNAQA-2859 Store Reporting Demand,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 13:09,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
21489,Incident,4/12/2013 9:14,CBKQANA-2857 Financial eports for CBK-CJB in Production for 04/11/13 Invoice Orders do not tie,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 11:57,CBK.TAM,,v11.Reporting Related Issues.Finance,
21451,Incident,4/11/2013 14:26,CBKNAQA-2858 CBK/CJB - The gift card and Virtual gift card in shopping bad / cart does not have an image,Christopher and Banks,Closed,P2,,,4/29/2013 14:27,,,,,5/1/2013 14:27,v11 CBK Launch Team,YES,5/2/2013 17:33,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21435,Incident,4/11/2013 12:45,CBKNAQA-2833 Clearance and Shop All Clearance on homepage not clickable,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:57,CBK.TAM,,v11.Storefront Related Issues.Homepage,
21430,Incident,4/11/2013 12:31,CBKQANA-2832 Purchasing a regular product throws the same ‘General Error’ after clicking the ‘Proceed to Checkout’ button,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/17/2013 13:53,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21428,Incident,4/11/2013 12:19,CBKNAQA-2831 VGC purchase returned the ‘General Error’ ,Christopher and Banks,Closed,P3,,,5/14/2013 15:06,,,,,,v11 CBK Launch Team,NO,5/17/2013 23:39,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21366,Incident,4/10/2013 12:55,CBK Unable to search for promo code/code group in GSI Manager ,Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/11/2013 16:33,,,v11.GSI Manager.Channel Marketing,
21185,Incident,4/7/2013 12:40,CBKNAQA-2793 CBK/CJB Got to the submit page then redirected to cart page with no product in cart ,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 16:03,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21166,Incident,4/5/2013 19:15,CBKNAQA-2791 CBK - Promotions are not editable after approving the promotions from edit to live,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 15:59,CBK.TAM,,v11.GSI Manager.GSI Manager,
21154,Incident,4/5/2013 15:41,CBKNAQA-2894 CBK/CJB Issue reconconciling BAMS recon file with Pentaho tender report ,Christopher and Banks,Closed,P2,,"Panda, Santosh ",,,,,Change is Live,,v11 CBK Launch Team,NO,5/7/2013 14:29,,,v11.Finance Related Issues,
21118,Incident,4/5/2013 8:07,CBKNAQA-2787 CBK Missing Images,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 13:08,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
21091,Incident,4/4/2013 14:20,CBKNAQA-2729 CBK - ASH Performance ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:28,CBK.TAM,,v11.Storefront Related Issues.Performance,
21080,Incident,4/4/2013 13:18,CBKNAQA-2749 CBK - AOS: Store and assoc ID need to be restricted in length,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 15:59,CBK.TAM,,v11.AOS.AOS,
21044,Incident,4/3/2013 18:11,CBKNAQA-2696 CBK - Payment information is empty on order details (order history) if order was payed with PLCC card ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 15:58,CBK.TAM,,v11.Storefront Related Issues.Checkout,
21043,Incident,4/3/2013 18:09,CBKNAQA-2697 CBK/CJB - JDA extraction program needs to send the tokenized PLCC card# to OMS ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:27,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
21022,Incident,4/3/2013 12:07,"CBKNAQA-2723 CBK when warehouse users tries to pull by providing order nos, it pulls both Sales & return Order",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:26,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
21021,Incident,4/3/2013 11:56,CBKNQQA - 2730 CBK Invalid URL screen,Christopher and Banks,Closed Unresolved,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:26,CBK.TAM,,v11.Storefront Related Issues.Search,
21017,Incident,4/3/2013 11:25,CBKNAQA-2930 CBKNA demand reporting not showing correct demand amount for cancelled orders,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/24/2013 13:09,CBK.TAM,,v11.GSI Store Reporting.Partner Facing Reports,
21014,Incident,4/3/2013 11:17,CBKNAQA-2541 CBK - Illegal security accounts are created in production.,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/22/2013 15:47,CBK.TAM,,v11.Storefront Related Issues.Category,
21013,Incident,4/3/2013 10:57,"CBKNAQA-2703 CBK - ""CK"" and ""AD"" tender code mismatch for PLCCs from JDA to OMS",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:24,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
21010,Incident,4/3/2013 10:32,CBKNAQA-2704 CBK -  VGC refund orders are not accessible in Epiphany ,Christopher and Banks,Closed Unresolved,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:24,CBK.TAM,,v11.Call Center Related Issues.CSR Webstore,
21006,Incident,4/3/2013 10:07,CBKNAQA-2683 CBK - Exception is thrown during DBMigrate when it runs init replication job,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:23,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
21003,Incident,4/3/2013 9:56,CBKNAQA-2689 CBK - Product should have ability to restrict tax proration for legacy orders at enterprise level ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/19/2013 14:05,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
20977,Incident,4/2/2013 18:56,CBKNAQA-2598 CBK Analytics errors,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:18,CBK.TAM,,v11.Storefront Related Issues.Checkout,
20976,Incident,4/2/2013 18:52,CBKNAQA-2608 CBK Default error page for webstore missing,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:18,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20966,Incident,4/2/2013 17:30,CBK - CBKNAQA-2624 - New Arrivals Sorting Implementation Gap,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:18,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20965,Incident,4/2/2013 17:27,CBK - CBKNAQA-2625 - Remove Default Sorting Workaround,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:17,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20964,Incident,4/2/2013 17:25,CBK - CBKNAQA-2627 - Size Range Radio Button for product redirects to Family Page,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 16:02,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20963,Incident,4/2/2013 17:22,"CBK - CBKNAQA-2638 - Product page copy is wrapping in some cases, not in bullet points.",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 15:02,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20962,Incident,4/2/2013 17:19,CBK - CBKNAQA-2660 - Search Issue,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/18/2013 13:11,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20961,Incident,4/2/2013 17:16,"CBK - CBKNAQA-2663 - Only promo codes get published to live on Approval, the actual promotion does not",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:17,CBK.TAM,,v11.GSI Manager.Channel Cart & Checkout,
20960,Incident,4/2/2013 17:12,CBK - CBKNAQA-2665 - Guam is missing from list of US States/Territories,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 13:12,CBK.TAM,,v11.Storefront Related Issues.Checkout,
20957,Incident,4/2/2013 16:46,CBKNAQA-2698 CBK E gift card needs words ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/17/2013 23:30,CBK.TAM,,v11.Storefront Related Issues.Checkout,
20956,Incident,4/2/2013 16:34,CBKNAQA-2699 CBK CLONE -Shipping rule is not applied for CBK (Rule id: Virtual gift card) after deployment ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/22/2013 15:49,CBK.TAM,,v11.Storefront Related Issues.Checkout,
20955,Incident,4/2/2013 16:30,CBK - CBKNAQA-2690 - Gift card serial numbers are not correctly formatted,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 10:02,CBK.TAM,,v11.Sterling Integrator Issues.Fufillment Hub,
20953,Incident,4/2/2013 16:19,"CBKNAQA-2670 CBK - Email Wish list, email received but "" Shop Now"" and product name must be links to link to product page",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 13:14,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
20952,Incident,4/2/2013 16:10,CBKNAQA-2682 CBK - First two states for antigua and barbuda are nulls,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:12,CBK.TAM,,v11.Storefront Related Issues.Checkout,
20951,Incident,4/2/2013 16:06,CBK - CBKNAQA-2694 - SI is genarating 2 POS files everytime we are re-sending POS from OMS,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:12,CBK.TAM,,v11.Sterling Integrator Issues.Fufillment Hub,
20938,Incident,4/2/2013 14:04,CBKNAQA-2734 CBK/CJB VGC Refund Order is getting BackOrdered for both CBJ and CJB stores ,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:10,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
20937,Incident,4/2/2013 13:58,CBKNAQA-2735 CBK product url getting local host as the server name,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/19/2013 14:04,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20935,Incident,4/2/2013 13:52,"CBKNAQA-2738 CBK Data Migration return orders after invoices, settlement are getting triggered to payment service causing additional refund to customers",Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/16/2013 15:38,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
20930,Incident,4/2/2013 13:15,CBKNAQA-2738 CBK iShip data is not making it into the data warehouse,Christopher and Banks,Closed,P3,,,5/14/2013 15:04,,,,,,v11 CBK Launch Team,NO,5/20/2013 10:51,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
20929,Incident,4/2/2013 13:11,CBKNAQA-2739 CBK 404 Error Page Missing from Production,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/7/2013 14:12,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20928,Incident,4/2/2013 13:08,CBKNAQA-2740 CBK Order Total Amount not matching with invoiced amount,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 13:08,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
20927,Incident,4/2/2013 12:59,CBKNAQA-2741 CBK Taxpercentage value is coming as Rate and not as Percentage,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 13:08,CBK.TAM,,v11.GSI Manager.Channel Mass Data Tasks,
20918,Incident,4/2/2013 12:08,CBKNAQA-2744 CBK/CJB CrossSells ,Christopher and Banks,Closed,P3,,,5/14/2013 15:03,,,,,,v11 CBK Launch Team,NO,5/24/2013 13:10,CBK.TAM,,v11.GSI Manager.Channel Catalog,
20916,Incident,4/2/2013 12:03,CBKNAQA-2746 CBK General Error when Epicor is not available is causing new account registration to error - webstore not handling error correctly,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:20,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20898,Incident,4/2/2013 10:28,CBKNAQA-2746 CBK General Error when Epicor is not available is causing new account registration to error - Epicor throwin error,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/12/2013 14:47,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20893,Incident,4/2/2013 10:04,CBKNAQA-2749 CBK - Forgot password follow up page has bad/wrong layout,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/15/2013 14:06,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20892,Incident,4/2/2013 9:58,CBKNAQA-2761 CBK/CJB - Title tag prefix,Christopher and Banks,Closed,P3,,"Ivanova, Viktoria ",,,,,,,v11 CBK Launch Team,YES,7/29/2013 14:21,CBK.TAM,,v11.Storefront Related Issues.Search,
20844,Incident,4/1/2013 12:54,CBKNAQA-2753 CBK/CJB Replication of Search,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,5/20/2013 10:48,CBK.TAM,,v11.GSI Manager.Channel Catalog,
20843,Incident,4/1/2013 12:52,CBKNAQA-2752 CBK Default image being shown ,Christopher and Banks,Closed,P3,,,4/2/2013 10:04,,,,,4/23/2013 10:03,v11 CBK Launch Team,NO,5/7/2013 14:23,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20841,Incident,4/1/2013 12:48,CBKNAQA-2751 CBK Broken images,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,4/11/2013 16:31,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
20263,Incident,3/18/2013 16:57,CJB - items sent in PIM not showing in RT,Christopher and Banks,Closed,P3,,"Felix, Chris ",,,,,,,v11 CBK Launch Team,YES,3/22/2013 9:21,CBK.TAM,,InternalClientServices_v9_v10.Feeds Related Issues.Item and Price Master,
20087,Incident,3/14/2013 13:13,CBKNAQA-2547 Landing page advertisement links do not work,Christopher and Banks,Closed Unresolved,P3,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,NO,3/17/2013 10:33,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
