Aris,App.Name,Region,Geographical.Region,Client.Countries,Bus.Area,Functional.Group,Remedy.Support.Queue,Service.entitlement,App.Size,Average.Monthly.Ticket.Volume.Incidents,Average.Monthly.Ticket.Volume..P1,Average.Monthly.Ticket.Volume.P2,Average.Monthly.Ticket.Volume.P3,Average.Monthly.Ticket.Volume.P4,Average.Monthly.Ticket.Volume.Problems,Average.Monthly.Ticket.Volume.CRs,Approx.Number.of.Users,Application.Complexity,Ease.of.Transition,Platform.OS.Type,Database.Type,Comments,Average.MOnthly.Ticket.Volume.Incidents,App.Score,groups
NA-1622,ERPLINK NA-1622,Multi Region,"North America, Latin America",,Collaboration and Content Services,CTO,Global CCS Sharepoint 2007 Technical Support,Bronze,large,1,NA,NA,1,NA,NA,,50000,Low,,,,,1,0.223902987,7
NA-1623,KNOWLEDGE LAKE NA-1623,Multi Region,"Latin America, North America",,Collaboration and Content Services,CTO,Global CCS Sharepoint 2007 Technical Support,Bronze,large,1,NA,NA,1,NA,NA,,50000,Low,,,,,1,0.223902987,7
AP-241,QMP AP-241,Asia Pacific,Asia Pacific,Australia,Material to Inventory,Integrated Supply Chain,AP Australia Appl Support,Bronze,small,2,NA,NA,1,1,NA,,10,Low,,0,"Microsoft SQL Server
SQL Server 2005",,2,8.96E-05,1
AP-747,ATOM AP-747,Asia Pacific,Asia Pacific,China,Sell to Customer,Front Office,AP China Application Support,Gold,medium,2,NA,NA,NA,2,3,2,5000,Low,,Windows Server,"SQL 2008 R2
",,2,0.044780597,3
EU-1207,CAMELIA (CONCESSIONARI) EU-1207,Europe,Europe,Italy,Record to Report,Corporate Functions,KFE Italy RTR Finance Appl Support,Bronze,small,2,NA,NA,2,NA,2,,2,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,1.79E-05,4
EU-1209,CATMAN EU-1209,Europe,Europe,Spain,Sell to Customer,Front Office,KFE Iberia STC Sales Appl Support,Bronze,small,2,NA,NA,2,NA,2,,26,Low,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000232859,4
EU-1320,MEDIA CONTACT EU-1320,Europe,Europe,France,Sell to Customer,Front Office,KFE France STC Sales Appl Support,Bronze,small,2,NA,NA,2,NA,2,,160,Low,,Windows Server,Oracle 11.2.0.2.0,Based on tickets asssigned to queue divided by no of apps in queue,2,0.001432979,4
EU-1633,IBM DATASTAGE ETL EU-1633,Europe,Europe,,Business Intelligence,Enterprise Systems,EMEA ETL Datastage Support,Gold,small,2,NA,NA,2,NA,2,,15,Low,,Windows Server,N/A,Calculated from Avg of Gold apps in region,2,0.000134342,6
EU-1662,EXOTHERM_UV EU-1662,Europe,Europe,Sweden,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Bronze,small,2,NA,NA,2,NA,2,,8,Low,,,N/A,Based on Remedy 3 month data,2,7.16E-05,4
EU-1728,FAMILY PANEL EU-1728,Europe,Europe,France,Market to Consumer,Front Office,KFE France STC Sales Appl Support,Bronze,small,2,NA,NA,2,NA,2,,2,Low,,Windows Server,IBM Lotus Notes 6,Based on tickets asssigned to queue divided by no of apps in queue,2,1.79E-05,4
EU-1736,INTERCO TOOL EU-1736,Europe,Europe,"Italy, France, Spain, Finland, Belgium",Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Silver,small,2,NA,NA,2,NA,2,,45,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000403025,5
EU-1776,SYNCHROLINK EU-1776,Europe,Europe,France,B2B,Enterprise Systems,KFE France PTC Supply Chain Appl Support,Silver,small,2,NA,NA,2,NA,2,,2,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,1.79E-05,5
EU-1974,KONTUR-EXTERN - CEEMA - B2B EU-1974,EEMEA,EEMEA,Russian Federation,Record to Report,Corporate Functions,CEEMA Russia Service Desk,Bronze,small,2,NA,NA,NA,2,NA,,1,Low,,"Desktop
",Desktop - Windows 7,,2,8.96E-06,2
EU-2566,IPSOA EU-2566,Europe,Europe,Italy,Record to Report,Corporate Functions,KFE Italy RTR Finance Appl Support,Bronze,small,2,NA,NA,2,NA,2,,3,Low,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,2.69E-05,4
EU-2886,PAYROLL LT EU-2886,Europe,Europe,Lithuania,Manage People,Corporate Functions,CEEMA Lithuania On-site,Bronze,small,2,NA,NA,2,NA,2,,4,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,3.58E-05,4
EU-2887,KADRAI EU-2887,Europe,Europe,Lithuania,Manage People,Corporate Functions,CEEMA Lithuania On-site,Bronze,small,2,NA,NA,2,NA,2,,9,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,8.06E-05,4
EU-2889,PASKYRA EU-2889,Europe,Europe,Lithuania,Manage People,Corporate Functions,CEEMA Lithuania On-site,Bronze,small,2,NA,NA,2,NA,2,,16,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,0.000143298,4
EU-2890,KURSAI EU-2890,Europe,Europe,Lithuania,Manage People,Corporate Functions,CEEMA Lithuania On-site,Bronze,small,2,NA,NA,2,NA,2,,8,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,7.16E-05,4
EU-2928,Planet Press EU-2928,Europe,Europe,France,Plan to Cash,Integrated Supply Chain,KFE France PTC Supply Chain Appl Support,Bronze,small,2,NA,NA,2,NA,2,,5,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,2,4.48E-05,4
NA-1636,EYE TRACKER NA-1636,Europe,Europe,Switzerland,Product Lifecycle Management,Integrated Supply Chain,NA PLM Various Appl Support,Bronze,small,2,NA,NA,2,NA,2,,10,Low,,"Desktop
",Desktop - Windows 7,Based on tickets asssigned to queue divided by no of apps in queue,2,8.96E-05,4
NA-1890,METALOGIX NA-1890,Multi Region,"North America, Latin America, EEMEA, Europe, Asia Pacific",,Collaboration and Content Services,CTO,Global CCS Sharepoint 2007 Technical Support,Silver,small,2,NA,NA,2,NA,NA,,50,Low,,,,,2,0.000447806,7
NA-1891,NEW GATORS NA-1891,Multi Region,"Latin America, Europe, EEMEA, North America, Asia Pacific",,Collaboration and Content Services,CTO,Global CCS Sharepoint 2010 Business Support,Silver,large,2,NA,NA,2,NA,NA,,50000,Low,,,,,2,0.447805975,7
AP-004,INFINITY AP-004,Asia Pacific,Asia Pacific,Australia,Material to Inventory,,AP Australia Appl Support,Silver,small,3,NA,NA,NA,3,NA,,20,Low,,Windows Server,,,3,0.000268684,8
AP-744,AR approval request AP-744,Asia Pacific,Asia Pacific,China,Record to Report,Corporate Functions,AP China Application Support,Silver,small,3,NA,NA,NA,3,2,2,500,Low,,Windows Server,"SQl 2008
",,3,0.00671709,8
AP-745,AR Portal AP-745,Asia Pacific,Asia Pacific,China,Record to Report,Corporate Functions,AP China Application Support,Silver,small,3,NA,NA,3,NA,NA,,150,Low,,Windows Server,"SQl 2008 
",,3,0.002015127,8
EU-1021,COMINFO - PASSPORT EU-1021,Europe,Europe,Slovakia,Manage People,Corporate Functions,CEEMA Czech & Slovak Applications,Silver,small,3,NA,NA,3,NA,3,,26,Low,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.000349289,5
EU-1046,SIMPLE EU-1046,Europe,Europe,Poland,Manage People,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,15,Low,,Windows Server,Microsoft SQL Server 2000 8.00.2039,Calculated from Avg of Silver apps in region,3,0.000201513,5
EU-1106,PIP EU-1106,Europe,Europe,United Kingdom,Plan to Cash,Integrated Supply Chain,KFE UK Ireland Cross-functional Appl Support,Bronze,small,3,NA,NA,3,NA,3,,400,Low,,Windows Server,None,Based on local knowledge due to not being recorded in remedy,3,0.005373672,4
EU-1220,COMMON LAYER EU-1220,Europe,Europe,Belgium,Plan to Cash,Integrated Supply Chain,KFE Benelux STC Sales Appl Support,Silver,small,3,NA,NA,3,NA,3,,2,Low,,Windows Server,SQL Server 2003,Calculated from Avg of Silver apps in region,3,2.69E-05,5
EU-1257,ESSBASE EU-1257,Europe,Europe,Sweden,Record to Report,Corporate Functions,KFE Cross-functional Appl Support,Silver,small,3,NA,NA,3,NA,3,,50,Low,,AIX,N/A,Calculated from Avg of Silver apps in region,3,0.000671709,5
EU-1333,MULTILOEN PC EU-1333,Europe,Europe,Denmark,Manage People,Corporate Functions,KFE Nordic HTR Appl Support,Silver,small,3,NA,NA,3,NA,3,,2,Low,,0,N/A SAAS,Calculated from Avg of Silver apps in region,3,2.69E-05,5
EU-1344,PAGO EU-1344,Europe,Europe,Germany,Material to Inventory,Integrated Supply Chain,KFE Germany Manufacturing Appl Support,Silver,small,3,NA,NA,3,NA,3,,20,Low,,"Desktop
",N/A,Calculated from Avg of Silver apps in region,3,0.000268684,5
EU-1659,SIMATIC IT BLUDENZ EU-1659,Europe,Europe,Austria,Material to Inventory,Integrated Supply Chain,KFE Austria Manufacturing Appl Support,Silver,small,3,NA,NA,3,NA,3,,10,Low,,,,Tickets logged directly with Siemens on portal.  ,3,0.000134342,5
EU-1673,SPC EU-1673,Europe,Europe,Italy,Material to Inventory,Integrated Supply Chain,KFE Italy Manufacturing Appl Support,Silver,small,3,NA,NA,3,NA,3,,20,Low,,,N/A,Calculated from Avg of Silver apps in region,3,0.000268684,5
EU-2086,QTAR EU-2086,Europe,Europe,"United Kingdom, Ireland",Manage People,Corporate Functions,KFE UK Ireland HTR Appl Support,Bronze,small,3,NA,NA,3,NA,3,,1,Low,,Windows Server,N/A,Based on local knowledge due to not being recorded in remedy,3,1.34E-05,4
EU-2093,OPAS EU-2093,Europe,Europe,"Ireland, United Kingdom",Manage People,Corporate Functions,KFE UK Ireland HTR Appl Support,Bronze,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,Oracle 10.1 or older 9.2.0.6.0,Based on local knowledge due to not being recorded in remedy,3,6.72E-05,4
EU-2129,BV SWIPE CARD EU-2129,Europe,Europe,"United Kingdom, Ireland",Corporate Services,Corporate Functions,,Bronze,small,3,NA,NA,3,NA,3,,1,Low,,Windows Server,N/A,This will be moved to Kronos at end of Feb 2015 so should be taken out of scope,3,1.34E-05,4
EU-2603,SQL: PRODUCT MDT EU-2603,EEMEA,EEMEA,Russian Federation,Master Data,Enterprise Systems,CEEMA Russia Service Desk,Bronze,small,3,NA,NA,3,NA,NA,,5,Low,,Windows Server, MS SQL 2008 R2 Enterprise 64 bit,,3,6.72E-05,2
EU-2677,VUB BANKING EU-2677,Europe,Europe,Czech Republic,Manage People,Corporate Functions,CEEMA Czech & Slovak Applications,Silver,small,3,NA,NA,3,NA,3,,10,Low,,,N/A,Calculated from Avg of Silver apps in region,3,0.000134342,5
EU-2700,RAET EU-2700,Europe,Europe,Netherlands,Manage People,Corporate Functions,KFE Benelux HTR Appl Support,Silver,small,3,NA,NA,3,NA,3,,2,Low,,,N/A,Calculated from Avg of Silver apps in region,3,2.69E-05,5
EU-2860,SIRIO ON-TIME EU-2860,Europe,Europe,Italy,Plan to Cash,Integrated Supply Chain,KFE Italy PTC Supply Chain Appl Support,Bronze,small,3,NA,NA,3,NA,3,,5,Low,,,,Based on Remedy 3 month data,3,6.72E-05,4
EU-2946,OPAL EU-2946,Multi Region,"EEMEA, Europe","Romania, Ukraine",Record to Report,Corporate Functions,CEEMA Safir/Cubis,Silver,small,3,NA,NA,3,NA,3,,7,Low,,Windows Server,Microsoft SQL Server 200810.52.4000.0,Calculated from Avg of Silver apps in region,3,9.40E-05,5
EU-3101,OPAL Bulgaria EU-3101,Europe,Europe,Bulgaria,Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-3102,OPAL EAM EU-3102,Europe,Europe,"Croatia, Serbia, Slovenia",Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-3103,OPAL Czech/Slovak EU-3103,Europe,Europe,"Czech Republic, Slovakia",Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-3105,OPAL Hungary EU-3105,Europe,Europe,Hungary,Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,,N/A,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-3109,OPAL Poland EU-3109,Europe,Europe,Poland,Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-3110,OPAL Baltics EU-3110,Europe,Europe,"Latvia, Lithuania",Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,5,Low,,,N/A,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-886,OMEKS 2000 EU-886,Europe,Europe,Bulgaria,Manage People,Corporate Functions,CEEMA Bulgaria Applications,Silver,small,3,NA,NA,3,NA,3,,5,Low,,Windows Server,Microsoft SQL Server 2005 9.1.2047.00,Calculated from Avg of Silver apps in region,3,6.72E-05,5
EU-894,WIZSALARY PAYROLL EU-894,Europe,Europe,Romania,Manage People,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,3,Low,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,4.03E-05,5
EU-956,APSO EU-956,Europe,Europe,Slovakia,Manage People,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,9,Low,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.000120908,5
EU-971,CUBIS EU-971,Europe,Europe,Hungary,Record to Report,Corporate Functions,,Silver,small,3,NA,NA,3,NA,3,,32,Low,,Windows Server,N/A,Calculated from Avg of Silver apps in region,3,0.000429894,5
EU-1003,KODYS EU-1003,Europe,Europe,Czech Republic,Record to Report,Corporate Functions,CEEMA Czech On-site,Bronze,small,4,NA,NA,4,NA,4,,5,Low,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,4,8.96E-05,4
EU-1039,SATO LABEL GALLERY EU-1039,Europe,Europe,Poland,Material to Inventory,Integrated Supply Chain,CEEMA Poland On-site,Bronze,small,4,NA,NA,4,NA,4,,25,Low,,"Desktop
",Desktop - Windows 7,Based on tickets asssigned to queue divided by no of apps in queue,4,0.000447806,4
EU-2200,MAPS2000 EU-2200,Europe,Europe,"United Kingdom, Ireland",Source to Pay,Integrated Supply Chain,KFE UK Ireland Manufacturing Appl Support,Bronze,small,4,NA,NA,4,NA,4,,20,Low,,Windows Server,SQL Server 2012,Based on local knowledge due to not being recorded in remedy,4,0.000358245,4
EU-2884,ZREMBUD EU-2884,Europe,Europe,Poland,Plan to Cash,Integrated Supply Chain,CEEMA Poland On-site,Silver,small,4,NA,NA,4,NA,4,,3,Low,,"Desktop
",Desktop - Windows 7,Based on tickets asssigned to queue divided by no of apps in queue,4,5.37E-05,5
EU-3040,Helios - Cla IQ EU-3040,Europe,Europe,Czech Republic,Plan to Cash,Integrated Supply Chain,CEEMA Czech On-site,Silver,small,4,NA,NA,4,NA,4,,5,Low,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,4,8.96E-05,5
EU-3080,Sharp-to-boss EU-3080,EEMEA,EEMEA,Russian Federation,Manage People,Corporate Functions,CEEMA Russia Service Desk,Bronze,small,4,NA,NA,NA,4,NA,0.25,35,Low,,Windows Server,MS SQL 2008,,4,0.000626928,2
unkown,Local payroll ,EEMEA,EEMEA,Turkey,Corporate Services,Corporate Functions,CEEMA Turkey Applications,Gold,small,4,NA,1,1,NA,NA,2,0,Low,,,,,4,0,9
EU-1083,AUTOEXAMENATOR EU-1083,EEMEA,EEMEA,Ukraine,Manage People,Corporate Functions,CEEMA Ukraine Kyiv NM On-site,Bronze,small,5,NA,NA,5,NA,NA,5,10,Low,,"Desktop
",Desktop - Windows 7,,5,0.000223903,2
EU-1560,ABS EU-1560,Europe,Europe,"Netherlands, Norway, Ireland, Greece, Austria, Denmark, Italy, Belgium, Germany, United Kingdom, France, Finland, Portugal, Switzerland, Spain, Sweden",Plan to Cash,Integrated Supply Chain,EMEA PTC Manugistics Product Supply,Bronze,small,5,NA,NA,5,NA,5,,10,Low,,"Desktop
",N/A,Based on Remedy 3 month data,5,0.000223903,4
EU-2199,KRONOS EU-2199,Europe,Europe,"United Kingdom, Ireland",Manage People,Corporate Functions,,Bronze,small,5,NA,NA,5,NA,5,,1,Low,,Windows Server,Microsoft SQL Server 20008.00.2039,This is strategic solution in process of rollout so would expect number to increase as it replaces legacy apps.,5,2.24E-05,4
unkown,MYInsight (Trade Edge),Asia Pacific,Asia Pacific,"Malaysia, Philippines & Indonesia ",,,,Silver,small,5,2,3,NA,NA,NA,,0,Low,,,,,5,0,1
EU-2994,Cadbury World EU-2994,Europe,Europe,United Kingdom,Corporate Services,Corporate Functions,KFE UK Ireland RTR Finance Appl Support,Bronze,small,6,NA,NA,6,NA,6,,15,Low,,,,Based on local knowledge due to not being recorded in remedy,6,0.000403025,4
EU-3057,E-invoice EU-3057,EEMEA,EEMEA,Turkey,Plan to Cash,Integrated Supply Chain,CEEMA Turkey Applications,Bronze,small,7,NA,1,3,NA,1,1,6,Low,,Windows Server,SQL 2008 R2 64 bit,,7,0.000188079,2
EU-1924,WINDSX - CEEMA - HTR EU-1924,EEMEA,EEMEA,Nigeria,Manage People,Corporate Functions,CEEMA Nigeria On-site,Bronze,small,8,NA,NA,NA,8,NA,,5,Low,,Windows Server,SQL Server 2005,,8,0.000179122,2
EU-2932,Brandrooms EU-2932,Multi Region,"Europe, Asia Pacific",,Market to Consumer,Front Office,Global CCS Sharepoint 2010 Technical Support,Bronze,small,10,NA,NA,10,NA,10,,300,Low,,Sharepoint,Sharepoint 2013,Based on tickets asssigned to queue divided by no of apps in queue,10,0.013434179,7
unkown,Sharepoint Portal  (HR Web Form),Asia Pacific,Asia Pacific,"India, APHQ, ANZ",,,,Bronze,small,10,0,0,10,0,0,0,0,Low,,,,,10,0,1
EU-2987,Local Workflow EBA EU-2987,EEMEA,EEMEA,Turkey,Corporate Services,Corporate Functions,CEEMA Turkey Applications,Bronze,medium,13,NA,NA,3,NA,NA,10,700,Low,,Windows Server,SQL 2008 R2 express edition,,13,0.040750344,2
EU-905,ACROBAT CE STANDARD EU-905,EEMEA,EEMEA,"Ukraine, Georgia, Kazakhstan, Belarus",Record to Report,Corporate Functions,CEEMA Ukraine Kyiv NM On-site,Bronze,small,15,NA,NA,15,NA,NA,15,120,Low,,"Desktop
",Desktop - Windows 7,,15,0.008060508,2
EU-1242,DIGITAL FORMS EU-1242,Europe,Europe,United Kingdom,Sell to Customer,Front Office,KFE UK Ireland Cross-functional Appl Support,Bronze,medium,20,NA,NA,20,NA,26,4,2500,Low,,Windows Server,SQL Server 9.00.5057.00,Based on Remedy 3 month data,20,0.223902987,4
EU-3123,FAT EU-3123,EEMEA,EEMEA,Egypt,Record to Report,Corporate Functions,CEEMA Egypt Applications,Bronze,small,20,NA,NA,NA,NA,NA,,10,Low,,,,,20,0.000895612,2
NA-572,E-TRAVEL NA-572,Europe,Europe,,Corporate Services,Corporate Functions,NA CS Corporate Facilities Appl Support,Bronze,small,26,NA,NA,26,NA,26,,1,Low,,,,Based on tickets asssigned to queue divided by no of apps in queue,26,0.00011643,4
unkown,"Audit Portal (Merchandizing and Audit App Support for Singapore, HongKong and Taiwan)",Asia Pacific,Asia Pacific,"Singapore, HongKong and Taiwan.",,,AP Australia Appl Support,Bronze,small,34,8,23,3,0,0,0,0,Low,,,,,34,0,1
AP-742,Touch/Edge (WISE) AP-742,Asia Pacific,Asia Pacific,"Indonesia, Australia, New Zealand",Sell to Customer,,AP Australia Appl Support,Silver,medium,101,1,3,97,NA,5,1,250,Low,,Java,,,101,0.113071009,8
EU-3075,Stakeholder Management System EU-3075,EEMEA,EEMEA,Nigeria,Corporate Services,Corporate Functions,CEEMA Nigeria On-site,Bronze,small,0,NA,NA,NA,NA,NA,,3,Low,,Windows Server,SQL Server 2008 R2 ,,0,0,2
AP-076,CHEMALERT AP-076,Asia Pacific,Asia Pacific,Australia,Material to Inventory,,AP Australia Appl Support,Bronze,small,0,NA,NA,NA,NA,NA,,60,Low,,Java,Browser based  - Windows 7,,0,0,1
AP-258,EASYLOBBY AP-258,Asia Pacific,Asia Pacific,Australia,Manage People,,AP Australia Appl Support,Bronze,small,0,NA,NA,NA,NA,NA,,6,Low,,"Desktop
",Microsoft SQL,,0,0,1
EU-3097,Co-packing tool EU-3097,EEMEA,EEMEA,Russian Federation,Plan to Cash,Integrated Supply Chain,CEEMA Russia Service Desk,Bronze,medium,0.25,NA,NA,0.25,NA,NA,,20,Medium,,Windows Server,MS SQL 2008 Server,,0.25,4.48E-05,2
AP-376,FIGTREE AP-376,Asia Pacific,Asia Pacific,Australia,Manage People,,AP Australia Appl Support,Bronze,medium,0.3,NA,NA,NA,0.3,NA,,4,Medium,,0,,,0.3,1.07E-05,1
EU-3096,Coman tool EU-3096,EEMEA,EEMEA,Russian Federation,Plan to Cash,Integrated Supply Chain,CEEMA Russia Service Desk,Bronze,medium,0.5,NA,0.5,NA,NA,NA,,20,Medium,,Windows Server,MS SQL 2008,,0.5,8.96E-05,2
AP-065,LIMS AP-065,Asia Pacific,Asia Pacific,Australia,Product Lifecycle Management,,AP Australia Appl Support,Bronze,medium,1,NA,NA,NA,1,NA,,22,Medium,,Windows Server,,,1,0.000197035,1
AP-702,EQUITRAC AP-702,Asia Pacific,Asia Pacific,Australia,IT Services,,AP Australia Appl Support,Silver,medium,1,NA,NA,NA,1,NA,,1550,Medium,,Windows Server,,,1,0.013881985,8
EU-1115,PARAGRAF LEX EU-1115,Europe,Europe,Serbia,Corporate Services,Corporate Functions,,Bronze,medium,1,NA,NA,1,NA,1,,4,Medium,,Windows Server,Microsoft SQL Server 200810.1.2531.0,Calculated from avg Bronze apps in region,1,3.58E-05,4
EU-1134,GLOBAL CONTINUOUS IMPROVEMENT EU-1134,Europe,Europe,,Material to Inventory,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,1000,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.008956119,4
EU-1135,INKJET EU-1135,Europe,Europe,Portugal,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Silver,medium,1,NA,NA,1,NA,1,,3,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,2.69E-05,5
EU-1138,KANTECH ENTRA PASS EU-1138,Europe,Europe,Greece,Manage People,Corporate Functions,KFE Greece HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,1,Medium,,"Desktop
",Desktop - Windows 7,Calculated from avg Bronze apps in region,1,8.96E-06,4
EU-1141,IBM CONTENT MANAGER GERMANY EU-1141,Multi Region,"EEMEA, Europe","Germany, Austria, Russian Federation, Switzerland",Core Business Processes,Enterprise Systems,KFE Germany Appl Support,Silver,medium,1,NA,NA,1,NA,1,,270,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.002418152,5
EU-1146,NEW PRODUCT DEVELOPMENT LAUNCHES EU-1146,Europe,Europe,,Product Lifecycle Management,Integrated Supply Chain,,Bronze,medium,1,NA,NA,1,NA,1,,100,Medium,,"Desktop
",N/A,Calculated from avg Bronze apps in region,1,0.000895612,4
EU-1163,Q-PLANT EU-1163,Europe,Europe,Spain,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Silver,medium,1,NA,NA,1,NA,1,,30,Medium,,Windows Server,SQL Server 9.00.5057.00,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000268684,5
EU-1174,SUBSTANCES DANGEREUSES EU-1174,Europe,Europe,France,Material to Inventory,Integrated Supply Chain,KFE France MTI Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,3,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,2.69E-05,4
EU-1175,VAM EU-1175,Europe,Europe,Italy,Manage People,Corporate Functions,KFE Italy Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,800,Medium,,Unix ,N/A,Calculated from avg Bronze apps in region,1,0.007164896,4
EU-1176,VARPE EU-1176,Europe,Europe,Portugal,Material to Inventory,Integrated Supply Chain,KFE Iberia MTI Appl Support,Silver,medium,1,NA,NA,1,NA,1,,4,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,3.58E-05,5
EU-1180,FELIX EU-1180,Europe,Europe,Germany,Source to Pay,Integrated Supply Chain,KFE Germany Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,15,Medium,,Unix ,N/A,Calculated from avg Bronze apps in region,1,0.000134342,4
EU-1188,API-PRO_GVL EU-1188,Europe,Europe,Sweden,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,7,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,6.27E-05,4
EU-1189,API-PRO_UV EU-1189,Europe,Europe,Sweden,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,6,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,5.37E-05,4
EU-1190,API-PRO_OSLO EU-1190,Europe,Europe,Norway,Material to Inventory,Integrated Supply Chain,KFE Nordic Manufacturing Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,14,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.000125386,4
EU-1248,ECOEMBES EU-1248,Europe,Europe,Spain,Record to Report,Corporate Functions,KFE Iberia RTR Finance Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,4,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,3.58E-05,4
EU-1250,EDP (TIMBRATURE) EU-1250,Europe,Europe,Italy,Manage People,Corporate Functions,KFE Cross-functional Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,800,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.007164896,4
EU-1265,ESSBASE EU-1265,Europe,Europe,Belgium,Record to Report,Corporate Functions,KFE Benelux RTR Finance Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,30,Medium,,Windows Server,N/A,Calculated from avg Bronze apps in region,1,0.000268684,4
EU-1272,FS-INS EU-1272,Europe,Europe,Germany,Record to Report,Corporate Functions,KFE Germany Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,5,Medium,,,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,4.48E-05,4
EU-1285,GSS EU-1285,Europe,Europe,,Sell to Customer,Front Office,EMEA STC GSS Application,Bronze,medium,1,NA,NA,1,NA,1,,200,Medium,,Windows Server,N/A,Based on Remedy 3 month data,1,0.001791224,4
EU-1298,ISO 9002 EU-1298,Europe,Europe,Belgium,Material to Inventory,Integrated Supply Chain,KFE Benelux MTI Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,400,Medium,,Windows Server,N/A,Based on tickets asssigned to queue divided by no of apps in queue,1,0.003582448,4
EU-1310,LOGG MASTER - PERZONA EU-1310,Europe,Europe,"Sweden, Norway",Manage People,Corporate Functions,KFE Nordic HTR Appl Support,Bronze,medium,1,NA,NA,1,NA,1,,15,Medium,,"Desktop
",N/A,Calculated from avg Bronze apps in region,1,0.000134342,4
